filename,source_repo,source_path,content,content_length,vulnerable,confidence,notes,checkov_findings,scraped_date
aws_connector.json,original_samples,aws_connector.json,"{
  ""Version"" : ""2012-10-17"",
  ""Statement"" : [
    {
      ""Effect"" : ""Allow"",
      ""Action"" : ""iam:GetUser"",
      ""Resource"" : ""*""
    },
    {
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""s3:ListAllMyBuckets""
      ],
      ""Resource"" : ""*""
    },
    {
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""s3:CreateBucket"",
        ""s3:DeleteBucket"",
        ""s3:DeleteObject"",
        ""s3:GetBucketLocation"",
        ""s3:GetObject"",
        ""s3:ListBucket"",
        ""s3:PutObject"",
        ""s3:PutObjectAcl"",
        ""s3:AbortMultipartUpload"",
        ""s3:ListBucketMultipartUploads"",
        ""s3:ListMultipartUploadParts""
      ],
      ""Resource"" : ""arn:aws:s3:::import-to-ec2-*""
    },
    {
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""ec2:CancelConversionTask"",
        ""ec2:CancelExportTask"",
        ""ec2:CreateImage"",
        ""ec2:CreateInstanceExportTask"",
        ""ec2:CreateTags"",
        ""ec2:CreateVolume"",
        ""ec2:DeleteTags"",
        ""ec2:DeleteVolume"",
        ""ec2:DescribeConversionTasks"",
        ""ec2:DescribeExportTasks"",
        ""ec2:DescribeImages"",
        ""ec2:DescribeInstanceAttribute"",
        ""ec2:DescribeInstanceStatus"",
        ""ec2:DescribeInstances"",
        ""ec2:DescribeRegions"",
        ""ec2:DescribeTags"",
        ""ec2:DetachVolume"",
        ""ec2:ImportInstance"",
        ""ec2:ImportVolume"",
        ""ec2:ModifyInstanceAttribute"",
        ""ec2:RunInstances"",
        ""ec2:StartInstances"",
        ""ec2:StopInstances"",
        ""ec2:TerminateInstances"",
        ""ec2:ImportImage"",
        ""ec2:DescribeImportImageTasks"",
        ""ec2:DeregisterImage"",
        ""ec2:DescribeSnapshots"",
        ""ec2:DeleteSnapshot"",
        ""ec2:CancelImportTask"",
        ""ec2:ImportSnapshot"",
        ""ec2:DescribeImportSnapshotTasks""
      ],
      ""Resource"" : ""*""
    },
    {
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""SNS:Publish""
      ],
      ""Resource"" : ""arn:aws:sns:*:*:metrics-sns-topic-for-*""
    }
  ]
}",1979,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
aws_control_tower_account_service_role_policy.json,original_samples,aws_control_tower_account_service_role_policy.json,"{
  ""Version"" : ""2012-10-17"",
  ""Statement"" : [
    {
      ""Sid"" : ""AllowPutRuleOnSpecificSourcesAndDetailTypes"",
      ""Effect"" : ""Allow"",
      ""Action"" : ""events:PutRule"",
      ""Resource"" : ""arn:aws:events:*:*:rule/*ControlTower*"",
      ""Condition"" : {
        ""ForAnyValue:StringEquals"" : {
          ""events:source"" : ""aws.securityhub""
        },
        ""ForAllValues:StringEquals"" : {
          ""events:detail-type"" : ""Security Hub Findings - Imported""
        },
        ""Null"" : {
          ""events:detail-type"" : ""false""
        },
        ""StringEquals"" : {
          ""events:ManagedBy"" : ""controltower.amazonaws.com""
        }
      }
    },
    {
      ""Sid"" : ""AllowOtherOperationsOnRulesManagedByControlTower"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""events:DeleteRule"",
        ""events:EnableRule"",
        ""events:DisableRule"",
        ""events:PutTargets"",
        ""events:RemoveTargets""
      ],
      ""Resource"" : ""arn:aws:events:*:*:rule/*ControlTower*"",
      ""Condition"" : {
        ""StringEquals"" : {
          ""events:ManagedBy"" : ""controltower.amazonaws.com""
        }
      }
    },
    {
      ""Sid"" : ""AllowDescribeOperationsOnRulesManagedByControlTower"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""events:DescribeRule"",
        ""events:ListTargetsByRule""
      ],
      ""Resource"" : ""arn:aws:events:*:*:rule/*ControlTower*""
    },
    {
      ""Sid"" : ""AllowControlTowerToPublishSecurityNotifications"",
      ""Effect"" : ""Allow"",
      ""Action"" : ""sns:publish"",
      ""Resource"" : ""arn:aws:sns:*:*:aws-controltower-AggregateSecurityNotifications"",
      ""Condition"" : {
        ""StringEquals"" : {
          ""aws:PrincipalAccount"" : ""${aws:ResourceAccount}""
        }
      }
    },
    {
      ""Sid"" : ""AllowActionsForSecurityHubIntegration"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""securityhub:DescribeStandardsControls"",
        ""securityhub:GetEnabledStandards""
      ],
      ""Resource"" : ""arn:aws:securityhub:*:*:hub/default""
    },
    {
      ""Sid"" : ""AllowDeleteConfigRule"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:DeleteConfigRule""
      ],
      ""Resource"" : ""arn:aws:config:*:*:config-rule/aws-service-rule/controltower.*/*""
    },
    {
      ""Sid"" : ""AllowPutConfigRule"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:PutConfigRule""
      ],
      ""Resource"" : ""arn:aws:config:*:*:config-rule/aws-service-rule/controltower.*/*""
    },
    {
      ""Sid"" : ""AllowConfigTagResource"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:TagResource""
      ],
      ""Resource"" : ""arn:aws:config:*:*:config-rule/aws-service-rule/controltower.*/*"",
      ""Condition"" : {
        ""StringEquals"" : {
          ""aws:RequestTag/aws-control-tower"" : ""managed-by-control-tower""
        }
      }
    },
    {
      ""Sid"" : ""AllowConfigRulesDescribe"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:DescribeConfigRules""
      ],
      ""Resource"" : ""*""
    },
    {
      ""Sid"" : ""AllowControlTowerToCreateConfigAggregator"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:PutConfigurationAggregator""
      ],
      ""Resource"" : [
        ""arn:aws:config:*:*:config-aggregator/aws-service-config-aggregator/controltower.amazonaws.com/*""
      ],
      ""Condition"" : {
        ""StringEquals"" : {
          ""aws:ResourceAccount"" : ""${aws:PrincipalAccount}""
        }
      }
    },
    {
      ""Sid"" : ""AllowControlTowerToManageConfigAggregator"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:DeleteConfigurationAggregator"",
        ""config:DescribeAggregateComplianceByConfigRules"",
        ""config:SelectAggregateResourceConfig""
      ],
      ""Resource"" : [
        ""arn:aws:config:*:*:config-aggregator/aws-service-config-aggregator/controltower.amazonaws.com/config-aggregator-*""
      ],
      ""Condition"" : {
        ""StringEquals"" : {
          ""aws:ResourceAccount"" : ""${aws:PrincipalAccount}""
        }
      }
    },
    {
      ""Sid"" : ""AllowControlTowerToTagConfigAggregator"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:TagResource""
      ],
      ""Resource"" : [
        ""arn:aws:config:*:*:config-aggregator/aws-service-config-aggregator/controltower.amazonaws.com/*""
      ],
      ""Condition"" : {
        ""StringEquals"" : {
          ""aws:RequestTag/aws-control-tower"" : ""managed-by-control-tower"",
          ""aws:ResourceAccount"" : ""${aws:PrincipalAccount}""
        }
      }
    },
    {
      ""Sid"" : ""AllowControlTowerToPassAggregatorRoleToConfig"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""iam:PassRole""
      ],
      ""Resource"" : [
        ""arn:aws:iam::*:role/aws-service-role/config.amazonaws.com/AWSServiceRoleForConfig""
      ],
      ""Condition"" : {
        ""StringEquals"" : {
          ""iam:PassedToService"" : ""config.amazonaws.com"",
          ""aws:ResourceAccount"" : ""${aws:PrincipalAccount}""
        }
      }
    },
    {
      ""Sid"" : ""AllowDescribeConfigurationAggregators"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""config:DescribeConfigurationAggregators""
      ],
      ""Resource"" : [
        ""*""
      ]
    },
    {
      ""Sid"" : ""AllowListDelegatedAdministratorsForConfig"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""organizations:ListDelegatedAdministrators""
      ],
      ""Resource"" : [
        ""*""
      ],
      ""Condition"" : {
        ""StringEquals"" : {
          ""organizations:ServicePrincipal"" : ""config.amazonaws.com""
        }
      }
    },
    {
      ""Sid"" : ""AllowListDescribeOrganization"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""organizations:DescribeOrganization""
      ],
      ""Resource"" : [
        ""*""
      ]
    },
    {
      ""Sid"" : ""AllowActionsForCloudFormationHooksIntegration"",
      ""Effect"" : ""Allow"",
      ""Action"" : [
        ""cloudformation:SetTypeConfiguration"",
        ""cloudformation:DeactivateType"",
        ""cloudformation:ActivateType""
      ],
      ""Resource"" : ""arn:aws:cloudformation:*:*:type/hook/AWS-ControlTower*""
    }
  ]
}",6034,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
aws_deny_ip-based.json,original_samples,aws_deny_ip-based.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": {
        ""Effect"": ""Deny"",
        ""Action"": ""*"",
        ""Resource"": ""*"",
        ""Condition"": {
            ""NotIpAddress"": {
                ""aws:SourceIp"": [
                    ""192.0.2.0/24"",
                    ""203.0.113.0/24""
                ]
            }
        }
    }
}
",340,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_create_changeset.json,original_samples,cloudformation_create_changeset.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:CreateChangeSet"",
        ""cloudformation:DescribeChangeSet"",
        ""cloudformation:ListChangeSets"",
        ""cloudformation:ExecuteChangeSet""
      ],
      ""Resource"": ""arn:aws:cloudformation:us-east-1:123456789012:stack/MyStack/*""
    }
  ]
}",366,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_create_with_passrole.json,original_samples,cloudformation_create_with_passrole.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""cloudformation:*"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    }
  ]
}",238,True,High,"Service-level wildcard (e.g. iam:*) with resources=[""*""]","Severity: critical, Risk: 9",2026-01-01 00:00:00
cloudformation_delete_stack.json,original_samples,cloudformation_delete_stack.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:DeleteStack"",
        ""cloudformation:DescribeStacks"",
        ""cloudformation:DescribeStackEvents""
      ],
      ""Resource"": ""*""
    }
  ]
}",261,True,High,Wildcard action (*) with wildcard resource (*),"Severity: medium, Risk: 6",2026-01-01 00:00:00
cloudformation_drift_detection.json,original_samples,cloudformation_drift_detection.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:DetectStackDrift"",
        ""cloudformation:DetectStackResourceDrift"",
        ""cloudformation:DescribeStackDriftDetectionStatus"",
        ""cloudformation:DescribeStackResourceDrifts""
      ],
      ""Resource"": ""*""
    }
  ]
}",344,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_full_access.json,original_samples,cloudformation_full_access.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""cloudformation:*"",
      ""Resource"": ""*""
    }
  ]
}",146,True,High,"Service-level wildcard (e.g. iam:*) with resources=[""*""]","Severity: high, Risk: 7",2026-01-01 00:00:00
cloudformation_read_only.json,original_samples,cloudformation_read_only.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:DescribeStacks"",
        ""cloudformation:DescribeStackEvents"",
        ""cloudformation:DescribeStackResources"",
        ""cloudformation:GetTemplate"",
        ""cloudformation:ListStacks"",
        ""cloudformation:ListStackResources""
      ],
      ""Resource"": ""*""
    }
  ]
}",392,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_stack_specific.json,original_samples,cloudformation_stack_specific.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:DescribeStacks"",
        ""cloudformation:DescribeStackEvents"",
        ""cloudformation:GetTemplate"",
        ""cloudformation:UpdateStack""
      ],
      ""Resource"": ""arn:aws:cloudformation:us-east-1:123456789012:stack/MyStack/*""
    }
  ]
}",359,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_stacksets_admin.json,original_samples,cloudformation_stacksets_admin.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""cloudformation:*"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""arn:aws:iam::123456789012:role/AWSCloudFormationStackSetAdministrationRole""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": ""sts:AssumeRole"",
      ""Resource"": ""arn:aws:iam::*:role/AWSCloudFormationStackSetExecutionRole""
    }
  ]
}",462,True,High,"Service-level wildcard (e.g. iam:*) with resources=[""*""]","Severity: high, Risk: 9",2026-01-01 00:00:00
cloudformation_template_upload.json,original_samples,cloudformation_template_upload.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:ValidateTemplate"",
        ""cloudformation:EstimateTemplateCost"",
        ""cloudformation:GetTemplateSummary""
      ],
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""s3:PutObject"",
        ""s3:GetObject""
      ],
      ""Resource"": ""arn:aws:s3:::cf-templates-bucket/*""
    }
  ]
}",438,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
cloudformation_update_stack.json,original_samples,cloudformation_update_stack.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""cloudformation:UpdateStack"",
        ""cloudformation:DescribeStacks"",
        ""cloudformation:DescribeStackEvents"",
        ""cloudformation:GetTemplate""
      ],
      ""Resource"": ""*""
    }
  ]
}",299,True,High,Wildcard action (*) with wildcard resource (*),"Severity: medium, Risk: 6",2026-01-01 00:00:00
dynamodb_readwrite_attribute-level.json,original_samples,dynamodb_readwrite_attribute-level.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Effect"": ""Allow"",
            ""Action"": [
                ""dynamodb:GetItem"",
                ""dynamodb:BatchGetItem"",
                ""dynamodb:Query"",
                ""dynamodb:PutItem"",
                ""dynamodb:UpdateItem"",
                ""dynamodb:DeleteItem"",
                ""dynamodb:BatchWriteItem""
            ],
            ""Resource"": [""arn:aws:dynamodb:*:*:table/table-name""],
            ""Condition"": {
                ""ForAllValues:StringEquals"": {
                    ""dynamodb:Attributes"": [
                        ""column-name-1"",
                        ""column-name-2"",
                        ""column-name-3""
                    ]
                },
                ""StringEqualsIfExists"": {""dynamodb:Select"": ""SPECIFIC_ATTRIBUTES""}
            }
        }
    ]
}
",867,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: low, Risk: 0",2026-01-01 00:00:00
dynamodb_readwrite_cognito-items.json,original_samples,dynamodb_readwrite_cognito-items.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Effect"": ""Allow"",
            ""Action"": [
                ""dynamodb:DeleteItem"",
                ""dynamodb:GetItem"",
                ""dynamodb:PutItem"",
                ""dynamodb:Query"",
                ""dynamodb:UpdateItem""
            ],
            ""Resource"": [""arn:aws:dynamodb:*:*:table/MyTable""],
            ""Condition"": {
                ""ForAllValues:StringEquals"": {
                    ""dynamodb:LeadingKeys"": [""${cognito-identity.amazonaws.com:sub}""]
                }
            }
        }
    ]
}
",593,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: low, Risk: 0",2026-01-01 00:00:00
dynamodb_readwrite_table-specific.json,original_samples,dynamodb_readwrite_table-specific.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Sid"": ""ListAndDescribe"",
            ""Effect"": ""Allow"",
            ""Action"": [
                ""dynamodb:List*"",
                ""dynamodb:DescribeReservedCapacity*"",
                ""dynamodb:DescribeLimits"",
                ""dynamodb:DescribeTimeToLive""
            ],
            ""Resource"": ""*""
        },
        {
            ""Sid"": ""SpecificTable"",
            ""Effect"": ""Allow"",
            ""Action"": [
                ""dynamodb:BatchGet*"",
                ""dynamodb:DescribeStream"",
                ""dynamodb:DescribeTable"",
                ""dynamodb:Get*"",
                ""dynamodb:Query"",
                ""dynamodb:Scan"",
                ""dynamodb:BatchWrite*"",
                ""dynamodb:CreateTable"",
                ""dynamodb:Delete*"",
                ""dynamodb:Update*"",
                ""dynamodb:PutItem""
            ],
            ""Resource"": ""arn:aws:dynamodb:*:*:table/MyTable""
        }
    ]
}
",995,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
ec2_admin_region-full-access.json,original_samples,ec2_admin_region-full-access.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Action"": ""ec2:*"",
            ""Resource"": ""*"",
            ""Effect"": ""Allow"",
            ""Condition"": {
                ""StringEquals"": {
                    ""ec2:Region"": ""us-east-2""
                }
            }
        }
    ]
}
",314,True,Medium,"Service-level wildcard (e.g. iam:*) with resources=[""*""]; condition present but scope still too broad","Severity: medium, Risk: 7",2026-01-01 00:00:00
ec2_deny_terminate-ip.json,original_samples,ec2_deny_terminate-ip.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Effect"": ""Allow"",
            ""Action"": [""ec2:TerminateInstances""],
            ""Resource"": [""*""]
        },
        {
            ""Effect"": ""Deny"",
            ""Action"": [""ec2:TerminateInstances""],
            ""Condition"": {
                ""NotIpAddress"": {
                    ""aws:SourceIp"": [
                        ""192.0.2.0/24"",
                        ""203.0.113.0/24""
                    ]
                }
            },
            ""Resource"": [""*""]
        }
    ]
}
",561,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: low, Risk: 0",2026-01-01 00:00:00
ec2_write_mfa-required.json,original_samples,ec2_write_mfa-required.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Sid"": ""AllowAllActionsForEC2"",
            ""Effect"": ""Allow"",
            ""Action"": ""ec2:*"",
            ""Resource"": ""*""
        },
        {
            ""Sid"": ""DenyStopAndTerminateWhenMFAIsNotPresent"",
            ""Effect"": ""Deny"",
            ""Action"": [
                ""ec2:StopInstances"",
                ""ec2:TerminateInstances""
            ],
            ""Resource"": ""*"",
            ""Condition"": {
                ""BoolIfExists"": {""aws:MultiFactorAuthPresent"": false}
            }
        }
    ]
}
",588,True,Medium,Wildcard action (*) with wildcard resource (*); partially mitigated by MFA condition,"Severity: low, Risk: 0",2026-01-01 00:00:00
ec2_write_security-group-management.json,original_samples,ec2_write_security-group-management.json,"{
   ""Version"":""2012-10-17"",		 	 	 
   ""Statement"": [{
      ""Effect"": ""Allow"",
      ""Action"": [
         ""ec2:DescribeSecurityGroups"",
         ""ec2:DescribeSecurityGroupRules"",
         ""ec2:DescribeTags""
      ],
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": [
         ""ec2:AuthorizeSecurityGroupIngress"", 
         ""ec2:RevokeSecurityGroupIngress"", 
         ""ec2:AuthorizeSecurityGroupEgress"", 
         ""ec2:RevokeSecurityGroupEgress"", 
         ""ec2:ModifySecurityGroupRules"",
         ""ec2:UpdateSecurityGroupRuleDescriptionsIngress"", 
         ""ec2:UpdateSecurityGroupRuleDescriptionsEgress""
      ],
      ""Resource"": [
         ""arn:aws:ec2:us-east-1:111122223333:security-group/*""
      ],
      ""Condition"": {
         ""StringEquals"": {
            ""aws:ResourceTag/Department"": ""Test""
         }
      }
     },     
     {
      ""Effect"": ""Allow"",
      ""Action"": [
         ""ec2:ModifySecurityGroupRules""
      ],
      ""Resource"": [
         ""arn:aws:ec2:us-east-1:111122223333:security-group-rule/*""
      ]
     }
   ]
}
",1072,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
ec2_write_subnet-launch.json,original_samples,ec2_write_subnet-launch.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Effect"": ""Allow"",
            ""Action"": [
                ""ec2:Describe*"",
                ""ec2:GetConsole*""
            ],
            ""Resource"": ""*""
        },
        {
            ""Effect"": ""Allow"",
            ""Action"": ""ec2:RunInstances"",
            ""Resource"": [
                ""arn:aws:ec2:*:*:subnet/subnet-subnet-id"",
                ""arn:aws:ec2:*:*:network-interface/*"",
                ""arn:aws:ec2:*:*:instance/*"",
                ""arn:aws:ec2:*:*:volume/*"",
                ""arn:aws:ec2:*::image/ami-*"",
                ""arn:aws:ec2:*:*:key-pair/*"",
                ""arn:aws:ec2:*:*:security-group/*""
            ]
        }
    ]
}
",730,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
ec2_write_tag-owner-instances.json,original_samples,ec2_write_tag-owner-instances.json,"{
    ""Version"":""2012-10-17"",		 	 	 
    ""Statement"": [
        {
            ""Effect"": ""Allow"",
            ""Action"": [
                ""ec2:StartInstances"",
                ""ec2:StopInstances""
            ],
            ""Resource"": ""arn:aws:ec2:*:*:instance/*"",
            ""Condition"": {
                ""StringEquals"": {
                    ""aws:ResourceTag/Owner"": ""${aws:username}""
                }
            }
        },
        {
            ""Effect"": ""Allow"",
            ""Action"": ""ec2:DescribeInstances"",
            ""Resource"": ""*""
        }
    ]
}
",565,True,High,Wildcard action (*) with wildcard resource (*),"Severity: low, Risk: 0",2026-01-01 00:00:00
escalation_add_user_to_group.json,original_samples,escalation_add_user_to_group.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:AddUserToGroup"",
      ""Resource"": ""arn:aws:iam::*:group/*""
    }
  ]
}",169,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: high, Risk: 8",2026-01-01 00:00:00
escalation_attach_group_policy.json,original_samples,escalation_attach_group_policy.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:AttachGroupPolicy"",
      ""Resource"": ""arn:aws:iam::*:group/*""
    }
  ]
}",172,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 10",2026-01-01 00:00:00
escalation_attach_role_policy.json,original_samples,escalation_attach_role_policy.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:AttachRolePolicy"",
      ""Resource"": ""arn:aws:iam::*:role/*""
    }
  ]
}",170,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 10",2026-01-01 00:00:00
escalation_attach_user_policy.json,original_samples,escalation_attach_user_policy.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:AttachUserPolicy"",
      ""Resource"": ""arn:aws:iam::*:user/*""
    }
  ]
}",170,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 10",2026-01-01 00:00:00
escalation_create_access_key.json,original_samples,escalation_create_access_key.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:CreateAccessKey"",
      ""Resource"": ""arn:aws:iam::*:user/*""
    }
  ]
}",169,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 9",2026-01-01 00:00:00
escalation_create_login_profile.json,original_samples,escalation_create_login_profile.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:CreateLoginProfile"",
      ""Resource"": ""arn:aws:iam::*:user/*""
    }
  ]
}",172,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 9",2026-01-01 00:00:00
escalation_create_policy_version.json,original_samples,escalation_create_policy_version.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:CreatePolicyVersion"",
      ""Resource"": ""arn:aws:iam::*:policy/*""
    }
  ]
}",175,False,High,No IAM policy statements; Terraform provider or module config only,"Severity: critical, Risk: 10",2026-01-01 00:00:00
escalation_passrole_cloudformation.json,original_samples,escalation_passrole_cloudformation.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": ""cloudformation:*"",
      ""Resource"": ""*""
    }
  ]
}",238,True,High,"Service-level wildcard (e.g. iam:*) with resources=[""*""]","Severity: critical, Risk: 9",2026-01-01 00:00:00
escalation_passrole_codebuild.json,original_samples,escalation_passrole_codebuild.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""codebuild:CreateProject"",
        ""codebuild:StartBuild""
      ],
      ""Resource"": ""*""
    }
  ]
}",295,True,High,Wildcard action (*) with wildcard resource (*),"Severity: high, Risk: 8",2026-01-01 00:00:00
escalation_passrole_datapipeline.json,original_samples,escalation_passrole_datapipeline.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""datapipeline:CreatePipeline"",
        ""datapipeline:PutPipelineDefinition"",
        ""datapipeline:ActivatePipeline""
      ],
      ""Resource"": ""*""
    }
  ]
}",354,True,High,Wildcard action (*) with wildcard resource (*),"Severity: high, Risk: 8",2026-01-01 00:00:00
escalation_passrole_ec2_run.json,original_samples,escalation_passrole_ec2_run.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": ""ec2:RunInstances"",
      ""Resource"": ""*""
    }
  ]
}",238,True,Medium,Sensitive IAM write actions (e.g. iam:PassRole) on wildcard resource with no conditions,"Severity: critical, Risk: 10",2026-01-01 00:00:00
escalation_passrole_glue_endpoint.json,original_samples,escalation_passrole_glue_endpoint.json,"{
  ""Version"": ""2012-10-17"",
  ""Statement"": [
    {
      ""Effect"": ""Allow"",
      ""Action"": ""iam:PassRole"",
      ""Resource"": ""*""
    },
    {
      ""Effect"": ""Allow"",
      ""Action"": [
        ""glue:CreateDevEndpoint"",
        ""glue:GetDevEndpoint"",
        ""glue:GetDevEndpoints""
      ],
      ""Resource"": ""*""
    }
  ]
}",325,True,High,Wildcard action (*) with wildcard resource (*),"Severity: high, Risk: 8",2026-01-01 00:00:00
